資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260731,2024,4,67,848770,0.87
20260731,2024,5,49,885741,0.9
20260731,2024,6,30,770394,0.79
20260731,2024,7,24,841558,0.86
20260731,2024,8,14,667111,0.68
20260731,2024,9,31,2120199,2.17
20260731,2024,10,18,2320072,2.37
20260731,2024,11,5,1310166,1.34
20260731,2024,12,3,1515316,1.55
20260731,2024,13,1,675000,0.69
20260731,2024,14,0,0,0.0
20260731,2024,15,9,78754336,80.77
20260731,2024,16,50485,97500000,100.0
20260731,2025,1,23422,1568088,0.9
20260731,2025,2,4735,10309390,5.97
20260731,2025,3,1200,8499634,4.92
20260731,2025,4,405,4992127,2.89
20260731,2025,5,211,3841695,2.22
20260731,2025,6,162,4032563,2.33
20260731,2025,7,111,3769790,2.18
20260731,2025,8,56,2570361,1.48
20260731,2025,9,125,8725399,5.05
20260731,2025,10,54,7542349,4.36
20260731,2025,11,33,9340657,5.4
20260731,2025,12,5,2368569,1.37
20260731,2025,13,3,2184650,1.26
20260731,2025,14,1,876338,0.5
20260731,2025,15,20,102038926,59.09
20260731,2025,16,30543,172660536,100.0
20260731,2027,1,34536,7314990,0.28
20260731,2027,2,57812,120292986,4.65
20260731,2027,3,10415,75089910,2.9
20260731,2027,4,4089,50164898,1.94
20260731,2027,5,1900,33909572,1.31
20260731,2027,6,2142,53394481,2.06
20260731,2027,7,972,33943266,1.31
20260731,2027,8,556,25323158,0.97
20260731,2027,9,1109,78255763,3.02
20260731,2027,10,534,73360229,2.83
20260731,2027,11,271,75469211,2.92
20260731,2027,12,95,47383451,1.83
20260731,2027,13,46,31747197,1.22
20260731,2027,14,24,21360654,0.82
20260731,2027,15,205,1857250849,71.86
20260731,2027,16,114706,2584260615,100.0
20260731,2028,1,13521,1125974,0.34
20260731,2028,2,6205,12940316,3.97
20260731,2028,3,887,6976180,2.14
20260731,2028,4,321,4108646,1.26
20260731,2028,5,180,3336493,1.02
20260731,2028,6,173,4494681,1.37
20260731,2028,7,62,2261523,0.69
20260731,2028,8,47,2125738,0.65
20260731,2028,9,79,5629959,1.72
20260731,2028,10,39,5460052,1.67
20260731,2028,11,18,5164178,1.58
20260731,2028,12,6,2741000,0.84
20260731,2028,13,2,1374000,0.42
20260731,2028,14,4,3451000,1.05
20260731,2028,15,28,264525060,81.21
20260731,2028,16,21572,325714800,100.0
20260731,2029,1,3526,361446,0.11
20260731,2029,2,7930,16907914,5.26
20260731,2029,3,1357,11030771,3.43
20260731,2029,4,461,6002835,1.86
20260731,2029,5,322,6044990,1.88
20260731,2029,6,276,7160041,2.22
20260731,2029,7,128,4639723,1.44
20260731,2029,8,114,5349821,1.66
20260731,2029,9,188,13563049,4.22
20260731,2029,10,81,11337606,3.52
20260731,2029,11,32,8610986,2.68
20260731,2029,12,12,5815517,1.81
20260731,2029,13,4,2949000,0.91
20260731,2029,14,2,1756000,0.54
20260731,2029,15,6,219650301,68.38
20260731,2029,16,14439,321180000,100.0
20260731,2030,1,35939,910456,0.32
20260731,2030,2,15667,33945406,12.1
20260731,2030,3,2709,21722892,7.74
20260731,2030,4,871,11180309,3.98
20260731,2030,5,594,11032574,3.93
20260731,2030,6,485,12555408,4.47
20260731,2030,7,211,7484315,2.66
20260731,2030,8,160,7539880,2.68
20260731,2030,9,229,15869818,5.65
20260731,2030,10,87,12265383,4.37
20260731,2030,11,38,10275997,3.66
20260731,2030,12,10,5024942,1.79
20260731,2030,13,4,2831367,1.0
20260731,2030,14,4,3622659,1.29
20260731,2030,15,25,124264621,44.29
20260731,2030,16,57033,280526027,100.0
20260731,2031,1,44868,1120501,0.34
20260731,2031,2,16361,33595688,10.46
20260731,2031,3,2606,20556521,6.4
20260731,2031,4,723,9207995,2.86
20260731,2031,5,485,9076423,2.82
20260731,2031,6,394,10121681,3.15
20260731,2031,7,210,7454773,2.32
20260731,2031,8,103,4825512,1.5
20260731,2031,9,201,14252149,4.43
20260731,2031,10,86,12570643,3.91
20260731,2031,11,51,14654104,4.56
20260731,2031,12,18,8887921,2.76
20260731,2031,13,5,3406319,1.06
20260731,2031,14,5,4548281,1.41
20260731,2031,15,34,166867830,51.96
20260731,2031,16,66150,321146341,100.0
20260731,2032,1,3338,426997,0.32
20260731,2032,2,6916,14449350,11.07
20260731,2032,3,1068,8624652,6.6
20260731,2032,4,291,3719899,2.85
20260731,2032,5,184,3389020,2.59
20260731,2032,6,158,4040673,3.09
20260731,2032,7,49,1790970,1.37
20260731,2032,8,44,2046569,1.56
20260731,2032,9,90,6138454,4.7
20260731,2032,10,31,4483788,3.43
20260731,2032,11,18,4923199,3.77
20260731,2032,12,13,6184200,4.73
20260731,2032,13,7,4987708,3.82
20260731,2032,14,2,1783000,1.36
20260731,2032,15,20,63533066,48.67
20260731,2032,16,12229,130521545,100.0
20260731,2033,1,2281,240185,0.29
20260731,2033,2,2094,4184793,5.18
20260731,2033,3,293,2370664,2.93
20260731,2033,4,80,1002218,1.24
20260731,2033,5,51,951630,1.17
20260731,2033,6,31,827599,1.02
20260731,2033,7,22,763220,0.94
20260731,2033,8,18,832160,1.03
20260731,2033,9,39,2961323,3.66
20260731,2033,10,15,2194644,2.71
20260731,2033,11,18,4962781,6.15
20260731,2033,12,6,2935646,3.63
20260731,2033,13,1,735000,0.91
20260731,2033,14,6,5568344,6.9
20260731,2033,15,16,50164329,62.16
20260731,2033,16,4971,80694536,100.0
20260731,2034,1,6631,1667720,0.31
20260731,2034,2,22254,48304452,9.13
20260731,2034,3,4714,36011934,6.8
20260731,2034,4,1833,22663117,4.28
20260731,2034,5,1010,18330670,3.46
20260731,2034,6,933,23295266,4.4
20260731,2034,7,440,15406270,2.91
20260731,2034,8,268,12365226,2.33
20260731,2034,9,526,36677511,6.93
20260731,2034,10,198,27600127,5.21
20260731,2034,11,101,26962864,5.09
20260731,2034,12,35,17176691,3.24
20260731,2034,13,12,8191620,1.54
20260731,2034,14,10,8788944,1.66
20260731,2034,15,44,225553177,42.63
20260731,2034,16,39009,528995589,100.0
20260731,2038,1,11541,680728,0.35
20260731,2038,2,9779,19580293,10.08
20260731,2038,3,1975,13221441,6.81
20260731,2038,4,881,10193457,5.25
20260731,2038,5,332,5799649,2.98
20260731,2038,6,364,8494449,4.37
20260731,2038,7,147,5055987,2.6
20260731,2038,8,85,3786031,1.95
20260731,2038,9,128,8884932,4.57
20260731,2038,10,50,6765134,3.48
20260731,2038,11,24,6697624,3.44
20260731,2038,12,9,4220188,2.17
20260731,2038,13,3,2159155,1.11
20260731,2038,14,3,2923650,1.5
20260731,2038,15,13,95671585,49.28
20260731,2038,16,25334,194134303,100.0
20260731,2049,1,43760,5158428,1.45
20260731,2049,2,20991,35971257,10.16
20260731,2049,3,1522,11215557,3.17
20260731,2049,4,430,5330171,1.5
20260731,2049,5,214,3815337,1.07
20260731,2049,6,205,5101686,1.44
20260731,2049,7,104,3723694,1.05
20260731,2049,8,54,2432266,0.68
20260731,2049,9,119,8408335,2.37
20260731,2049,10,98,13937418,3.93
20260731,2049,11,58,16218707,4.58
20260731,2049,12,29,14127522,3.99
20260731,2049,13,8,5747157,1.62
20260731,2049,14,9,8188781,2.31
20260731,2049,15,55,214415924,60.6
20260731,2049,16,67656,353792240,100.0
20260731,2059,1,20980,750126,0.78
20260731,2059,2,1279,2392451,2.51
20260731,2059,3,228,1687398,1.77
20260731,2059,4,97,1230580,1.29
20260731,2059,5,71,1273168,1.33
20260731,2059,6,90,2254458,2.36
20260731,2059,7,40,1432668,1.5
20260731,2059,8,20,916687,0.96
20260731,2059,9,73,5306950,5.56
20260731,2059,10,65,9201355,9.65
20260731,2059,11,20,5934022,6.22
20260731,2059,12,10,4779530,5.01
20260731,2059,13,4,2855389,2.99
20260731,2059,14,2,1875705,1.96
20260731,2059,15,16,53406585,56.04
20260731,2059,16,22995,95297072,100.0
20260731,2062,1,1456,235785,0.11
20260731,2062,2,7530,15630066,7.81
20260731,2062,3,1201,9697141,4.84
20260731,2062,4,414,5305966,2.65
20260731,2062,5,250,4700352,2.35
20260731,2062,6,190,4810093,2.4
20260731,2062,7,112,3985618,1.99
20260731,2062,8,76,3516976,1.75
20260731,2062,9,159,11141223,5.57
20260731,2062,10,55,7718748,3.85
20260731,2062,11,38,9960129,4.98
20260731,2062,12,16,7594901,3.79
20260731,2062,13,6,4140296,2.07
20260731,2062,14,2,1855081,0.92
20260731,2062,15,15,109701777,54.85
20260731,2062,16,11520,199994152,100.0
20260731,2069,1,1087,162469,0.09
20260731,2069,2,6165,12831392,7.71
20260731,2069,3,1030,8377959,5.03
20260731,2069,4,335,4233736,2.54
20260731,2069,5,208,3866816,2.32
20260731,2069,6,190,4912611,2.95
20260731,2069,7,88,3131818,1.88
20260731,2069,8,57,2652444,1.59
20260731,2069,9,102,7393058,4.44
20260731,2069,10,53,7291746,4.38
20260731,2069,11,28,7655901,4.6
20260731,2069,12,11,5247313,3.15
20260731,2069,13,12,8523428,5.12
20260731,2069,14,4,3427798,2.06
20260731,2069,15,18,86678347,52.09
20260731,2069,16,9388,166386836,100.0
20260731,2072,1,2794,520237,0.27
20260731,2072,2,5477,9870843,5.14
20260731,2072,3,580,4471992,2.32
20260731,2072,4,193,2483545,1.29
20260731,2072,5,108,1952387,1.01
20260731,2072,6,113,2815670,1.46
20260731,2072,7,59,2093170,1.09
20260731,2072,8,44,1982446,1.03
20260731,2072,9,86,6308295,3.28
20260731,2072,10,47,6671493,3.47
20260731,2072,11,32,8551385,4.45
20260731,2072,12,6,2886325,1.5
20260731,2072,13,3,2053898,1.06
20260731,2072,14,1,808681,0.42
20260731,2072,15,16,138529633,72.15
20260731,2072,16,9559,192000000,100.0
20260731,2101,1,15192,6421476,0.87
20260731,2101,2,13628,31854392,4.34
20260731,2101,3,3346,24861486,3.38
20260731,2101,4,1222,15133535,2.06
20260731,2101,5,751,13253194,1.8
20260731,2101,6,704,17372800,2.36
20260731,2101,7,407,14064539,1.91
20260731,2101,8,284,12807010,1.74
20260731,2101,9,548,38510814,5.24
20260731,2101,10,302,41299195,5.62
20260731,2101,11,131,36946844,5.03
20260731,2101,12,41,19806669,2.69
20260731,2101,13,17,11526596,1.57
20260731,2101,14,13,11608285,1.58
20260731,2101,15,62,438468069,59.74
20260731,2101,16,36648,733934904,100.0
20260731,2102,1,70084,3017473,0.63
20260731,2102,2,6334,13737027,2.9
20260731,2102,3,1308,9843677,2.07
20260731,2102,4,455,5633401,1.19
20260731,2102,5,287,5123927,1.08
20260731,2102,6,236,5843950,1.23
20260731,2102,7,99,3514246,0.74
20260731,2102,8,94,4340991,0.91
20260731,2102,9,163,11562964,2.44
20260731,2102,10,99,13767201,2.9
20260731,2102,11,51,13620502,2.87
20260731,2102,12,16,8176551,1.72
20260731,2102,13,8,5503572,1.16
20260731,2102,14,6,5539062,1.17
20260731,2102,15,36,364104663,76.92
20260731,2102,16,79276,473329207,100.0
20260731,2103,1,47875,3873449,0.46
20260731,2103,2,24368,54804160,6.63
20260731,2103,3,5754,44072406,5.33
20260731,2103,4,2072,26113641,3.16
20260731,2103,5,1373,25224953,3.05
20260731,2103,6,1172,29801042,3.6
20260731,2103,7,558,20054272,2.42
20260731,2103,8,397,18481337,2.23
20260731,2103,9,715,51326147,6.21
20260731,2103,10,286,40625910,4.92
20260731,2103,11,163,44789169,5.42
20260731,2103,12,41,19053644,2.3
20260731,2103,13,12,7990750,0.96
20260731,2103,14,14,12413715,1.5
20260731,2103,15,54,427085383,51.72
20260731,2103,16,84854,825709978,100.0
20260731,2104,1,63141,3607123,0.36
20260731,2104,2,27483,62900620,6.38
20260731,2104,3,7255,55965589,5.68
20260731,2104,4,2815,35550144,3.61
20260731,2104,5,1911,35106926,3.56
20260731,2104,6,1813,46137479,4.68
20260731,2104,7,976,34670178,3.52
20260731,2104,8,630,29314814,2.97
20260731,2104,9,1185,85746490,8.7
20260731,2104,10,554,78233276,7.94
20260731,2104,11,273,76045514,7.72
20260731,2104,12,71,34749362,3.52
20260731,2104,13,47,32005361,3.25
20260731,2104,14,19,17153537,1.74
20260731,2104,15,69,357547212,36.3
20260731,2104,16,108242,984733625,100.0
20260731,2105,1,14177,3580131,0.11
20260731,2105,2,44270,100128002,3.08
20260731,2105,3,10054,80146869,2.47
20260731,2105,4,3375,43173884,1.33
20260731,2105,5,2413,44520785,1.37
20260731,2105,6,2010,51681798,1.59
20260731,2105,7,928,33288567,1.02
20260731,2105,8,670,31283264,0.96
20260731,2105,9,1164,84724231,2.61
20260731,2105,10,516,72653077,2.24
20260731,2105,11,226,63946699,1.97
20260731,2105,12,85,41442637,1.27
20260731,2105,13,34,23280523,0.71
20260731,2105,14,28,25092475,0.77
20260731,2105,15,161,2542472594,78.43
20260731,2105,16,80111,3241415536,100.0
20260731,2106,1,14200,3379466,0.35
20260731,2106,2,12352,26649995,2.79
20260731,2106,3,2717,19477809,2.03
20260731,2106,4,1160,14041322,1.47
20260731,2106,5,574,10228121,1.07
20260731,2106,6,626,15307053,1.6
20260731,2106,7,312,10858438,1.13
20260731,2106,8,199,9032851,0.94
20260731,2106,9,388,27115614,2.83
20260731,2106,10,218,29350282,3.07
20260731,2106,11,78,22364154,2.34
20260731,2106,12,51,24427610,2.55
20260731,2106,13,17,11704293,1.22
20260731,2106,14,14,12761457,1.33
20260731,2106,15,85,718191535,75.21
20260731,2106,16,32991,954890000,100.0
20260731,2107,1,34249,4521126,1.48
20260731,2107,2,9706,21779757,7.17
20260731,2107,3,2093,15467405,5.09
20260731,2107,4,676,8570119,2.82
20260731,2107,5,329,5868183,1.93
20260731,2107,6,321,7918461,2.6
20260731,2107,7,139,4946849,1.62
20260731,2107,8,118,5346844,1.76
20260731,2107,9,192,13550454,4.46
20260731,2107,10,81,11030662,3.63
20260731,2107,11,39,11076669,3.64
20260731,2107,12,19,9273594,3.05
20260731,2107,13,7,4659937,1.53
20260731,2107,14,3,2845719,0.93
20260731,2107,15,44,176757621,58.22
20260731,2107,16,0,-20000,0.0
20260731,2107,17,48016,303593400,100.0
20260731,2108,1,31664,1541511,0.31
20260731,2108,2,17046,35740177,7.25
20260731,2108,3,2641,20654496,4.19
20260731,2108,4,848,10879934,2.2
20260731,2108,5,474,8773766,1.78
20260731,2108,6,439,11270291,2.28
20260731,2108,7,215,7676642,1.55
20260731,2108,8,145,6732796,1.36
20260731,2108,9,223,15903075,3.22
20260731,2108,10,102,14420997,2.92
20260731,2108,11,48,12767887,2.59
20260731,2108,12,19,9236014,1.87
20260731,2108,13,11,7629291,1.54
20260731,2108,14,13,11868612,2.41
20260731,2108,15,54,317321170,64.44
20260731,2108,16,53942,492416659,100.0
20260731,2109,1,29232,834283,0.29
20260731,2109,2,3804,8617120,3.08
20260731,2109,3,834,6689187,2.39
20260731,2109,4,309,3948261,1.41
20260731,2109,5,199,3699846,1.32
20260731,2109,6,193,4977010,1.78
20260731,2109,7,118,4173999,1.49
20260731,2109,8,71,3287169,1.17
20260731,2109,9,150,10632879,3.8
20260731,2109,10,72,10280659,3.68
20260731,2109,11,49,14037313,5.02
20260731,2109,12,20,9568146,3.42
20260731,2109,13,7,4975456,1.78
20260731,2109,14,8,7259749,2.59
20260731,2109,15,35,186368057,66.71
20260731,2109,16,35101,279349134,100.0
20260731,2114,1,1749,293578,0.37
20260731,2114,2,2804,5447538,6.98
20260731,2114,3,389,2863254,3.67
20260731,2114,4,130,1575890,2.02
20260731,2114,5,75,1305091,1.67
20260731,2114,6,73,1774642,2.27
20260731,2114,7,29,1052831,1.34
20260731,2114,8,24,1106261,1.41
20260731,2114,9,48,3541216,4.54
20260731,2114,10,30,4236181,5.43
20260731,2114,11,13,3876759,4.97
20260731,2114,12,5,2224203,2.85
20260731,2114,13,4,2652945,3.4
20260731,2114,14,0,0,0.0
20260731,2114,15,9,46041318,59.03
20260731,2114,16,5382,77991707,100.0
20260731,2115,1,1087,188693,0.18
20260731,2115,2,1698,3450611,3.3
20260731,2115,3,369,2661338,2.54
20260731,2115,4,178,2160786,2.07
20260731,2115,5,74,1326701,1.27
20260731,2115,6,98,2364803,2.26
20260731,2115,7,43,1516397,1.45
20260731,2115,8,31,1381838,1.32
20260731,2115,9,68,4808257,4.6
20260731,2115,10,39,5551047,5.31
20260731,2115,11,20,5531546,5.29
20260731,2115,12,8,3775557,3.61
20260731,2115,13,6,3948169,3.78
20260731,2115,14,5,4510332,4.32
20260731,2115,15,17,61197088,58.63
20260731,2115,16,3741,104373163,100.0
20260731,2201,1,37636,9199353,0.85
20260731,2201,2,40865,84897330,7.93
20260731,2201,3,6476,49204821,4.59
20260731,2201,4,2074,26245378,2.45
20260731,2201,5,1222,22325959,2.08
20260731,2201,6,1091,27717017,2.59
20260731,2201,7,539,19214244,1.79
20260731,2201,8,329,15150669,1.41
20260731,2201,9,615,43806217,4.09
20260731,2201,10,308,43452299,4.06
20260731,2201,11,144,41057053,3.83
20260731,2201,12,31,15598444,1.45
20260731,2201,13,14,9828481,0.91
20260731,2201,14,20,18149009,1.69
20260731,2201,15,46,644154977,60.2
20260731,2201,16,91410,1070001251,100.0
20260731,2204,1,16271,3887321,0.7
20260731,2204,2,19166,40036673,7.23
20260731,2204,3,2638,20430422,3.69
20260731,2204,4,758,9631512,1.73
20260731,2204,5,485,8921094,1.61
20260731,2204,6,397,10200384,1.84
20260731,2204,7,186,6649527,1.2
20260731,2204,8,119,5471922,0.98
20260731,2204,9,183,13128129,2.37
20260731,2204,10,91,12794994,2.31
20260731,2204,11,38,9754612,1.76
20260731,2204,12,13,6203732,1.12
20260731,2204,13,10,6776071,1.22
20260731,2204,14,2,1847200,0.33
20260731,2204,15,36,397886749,71.86
20260731,2204,16,40393,553620342,100.0
20260731,2206,1,48449,1767843,0.22
20260731,2206,2,16636,31825888,4.11
20260731,2206,3,1845,14309075,1.84
20260731,2206,4,582,7269332,0.93
20260731,2206,5,313,5721212,0.73
20260731,2206,6,284,7177585,0.92
20260731,2206,7,123,4374398,0.56
20260731,2206,8,86,3992227,0.51
20260731,2206,9,157,11215456,1.44
20260731,2206,10,89,12223276,1.57
20260731,2206,11,50,13897513,1.79
20260731,2206,12,18,8482086,1.09
20260731,2206,13,21,14593786,1.88
20260731,2206,14,9,8370240,1.08
20260731,2206,15,61,628455687,81.22
20260731,2206,16,68723,773675604,100.0
20260731,2207,1,9758,1207588,0.21
20260731,2207,2,3197,5448272,0.97
20260731,2207,3,311,2271245,0.4
20260731,2207,4,132,1620864,0.29
20260731,2207,5,79,1392416,0.24
20260731,2207,6,93,2238462,0.4
20260731,2207,7,68,2316409,0.41
20260731,2207,8,47,2074168,0.37
20260731,2207,9,113,8006533,1.43
20260731,2207,10,87,12170209,2.18
20260731,2207,11,70,19697125,3.53
20260731,2207,12,34,17110113,3.07
20260731,2207,13,16,10863262,1.94
20260731,2207,14,9,8116336,1.45
20260731,2207,15,53,462569766,83.03
20260731,2207,16,14067,557102768,100.0
20260731,2208,1,53368,5597782,0.43
20260731,2208,2,50710,111494491,8.74
20260731,2208,3,9402,75450974,5.91
20260731,2208,4,2947,37351777,2.93
20260731,2208,5,2106,39323984,3.08
20260731,2208,6,1780,45810619,3.59
20260731,2208,7,850,30384174,2.38
20260731,2208,8,644,29999134,2.35
20260731,2208,9,1097,79508056,6.23
20260731,2208,10,450,62316598,4.88
20260731,2208,11,185,51612695,4.04
20260731,2208,12,54,26892010,2.1
20260731,2208,13,34,23658203,1.85
20260731,2208,14,12,10751066,0.84
20260731,2208,15,44,644387886,50.55
20260731,2208,16,123683,1274539449,100.0
20260731,2211,1,11857,784464,0.18
20260731,2211,2,9685,18884205,4.52
20260731,2211,3,1104,8677795,2.08
20260731,2211,4,392,5062452,1.21
20260731,2211,5,223,4154553,0.99
20260731,2211,6,198,5019508,1.2
20260731,2211,7,111,3989502,0.95
20260731,2211,8,66,3033857,0.72
20260731,2211,9,123,8637139,2.07
20260731,2211,10,60,8534600,2.04
20260731,2211,11,19,5700327,1.36
20260731,2211,12,11,5319349,1.27
20260731,2211,13,10,7074056,1.69
20260731,2211,14,6,5298231,1.27
20260731,2211,15,32,326921425,78.38
20260731,2211,16,23897,417091463,100.0
20260731,2227,1,3013,504993,0.16
20260731,2227,2,3870,7126822,2.37
20260731,2227,3,404,3096724,1.03
20260731,2227,4,122,1523398,0.5
20260731,2227,5,57,1012531,0.33
20260731,2227,6,51,1292389,0.43
20260731,2227,7,15,512000,0.17
20260731,2227,8,17,762293,0.25
20260731,2227,9,21,1472604,0.49
20260731,2227,10,3,467199,0.15
20260731,2227,11,6,1697047,0.56
20260731,2227,12,0,0,0.0
20260731,2227,13,1,720000,0.24
20260731,2227,14,0,0,0.0
20260731,2227,15,10,279812000,93.27
20260731,2227,16,7590,300000000,100.0
20260731,2228,1,2421,394929,0.49
20260731,2228,2,6296,11480509,14.39
20260731,2228,3,649,4862866,6.09
20260731,2228,4,188,2351334,2.94
20260731,2228,5,101,1824921,2.28
20260731,2228,6,87,2170246,2.72
20260731,2228,7,43,1519750,1.9
20260731,2228,8,23,1057499,1.32
20260731,2228,9,36,2511040,3.14
20260731,2228,10,19,2437835,3.05
20260731,2228,11,13,3663350,4.59
20260731,2228,12,4,1836735,2.3
20260731,2228,13,1,680636,0.85
20260731,2228,14,0,0,0.0
20260731,2228,15,10,42988042,53.88
20260731,2228,16,9891,79779692,100.0
20260731,2231,1,4987,808269,0.59
20260731,2231,2,7249,13771638,10.13
20260731,2231,3,784,5809867,4.27
20260731,2231,4,233,2871778,2.11
20260731,2231,5,132,2378259,1.74
20260731,2231,6,138,3442622,2.53
20260731,2231,7,62,2129303,1.56
20260731,2231,8,35,1600886,1.17
20260731,2231,9,61,4449753,3.27
20260731,2231,10,28,3843892,2.82
20260731,2231,11,18,4638702,3.41
20260731,2231,12,11,5156990,3.79
20260731,2231,13,1,800000,0.58
20260731,2231,14,0,0,0.0
20260731,2231,15,19,84229911,61.96
20260731,2231,16,13758,135931870,100.0
20260731,2233,1,30957,1005251,1.66
20260731,2233,2,5572,9903090,16.42
20260731,2233,3,464,3544420,5.87
20260731,2233,4,134,1713469,2.84
20260731,2233,5,77,1403161,2.32
20260731,2233,6,85,2183028,3.62
20260731,2233,7,34,1192633,1.97
20260731,2233,8,20,905107,1.5
20260731,2233,9,33,2266048,3.75
20260731,2233,10,19,2720884,4.51
20260731,2233,11,17,4764267,7.9
20260731,2233,12,3,1583218,2.62
20260731,2233,13,7,4643201,7.7
20260731,2233,14,2,1819007,3.01
20260731,2233,15,4,20642105,34.23
20260731,2233,16,37428,60288889,100.0
20260731,2236,1,1374,172277,0.27
20260731,2236,2,1213,2329954,3.66
20260731,2236,3,158,1181506,1.86
20260731,2236,4,63,790550,1.24
20260731,2236,5,43,777481,1.22
20260731,2236,6,41,1033615,1.62
20260731,2236,7,33,1195168,1.88
20260731,2236,8,5,231000,0.36
20260731,2236,9,36,2644915,4.16
20260731,2236,10,15,2092705,3.29
20260731,2236,11,18,5143171,8.09
20260731,2236,12,6,2907035,4.57
20260731,2236,13,2,1353000,2.13
20260731,2236,14,1,893000,1.4
20260731,2236,15,12,40771655,64.19
20260731,2236,16,3020,63517032,100.0
20260731,2237,1,337,53441,0.04
20260731,2237,2,1256,2613457,2.14
20260731,2237,3,194,1528343,1.25
20260731,2237,4,82,1045447,0.85
20260731,2237,5,66,1212284,0.99
20260731,2237,6,53,1358274,1.11
20260731,2237,7,35,1272189,1.04
20260731,2237,8,19,842484,0.69
20260731,2237,9,49,3556012,2.92
20260731,2237,10,36,5029558,4.13
20260731,2237,11,18,4818376,3.95
20260731,2237,12,10,4775127,3.92
20260731,2237,13,1,736541,0.6
20260731,2237,14,2,1838911,1.51
20260731,2237,15,8,91092457,74.8
20260731,2237,16,2166,121772901,100.0
20260731,2239,1,521,70704,0.06
20260731,2239,2,1579,3083018,2.61
20260731,2239,3,264,2077708,1.76
20260731,2239,4,95,1228875,1.04
20260731,2239,5,70,1266542,1.07
20260731,2239,6,62,1577536,1.34
20260731,2239,7,25,873990,0.74
20260731,2239,8,18,826542,0.7
20260731,2239,9,56,3908371,3.32
20260731,2239,10,25,3680198,3.12
20260731,2239,11,19,5046373,4.28
20260731,2239,12,3,1500442,1.27
20260731,2239,13,0,0,0.0
20260731,2239,14,2,1627429,1.38
20260731,2239,15,12,90944865,77.26
20260731,2239,16,2751,117712593,100.0
20260731,2241,1,21550,281670,0.26
20260731,2241,2,5473,10929534,10.44
20260731,2241,3,741,5897834,5.63
20260731,2241,4,230,2958342,2.82
20260731,2241,5,148,2747588,2.62
20260731,2241,6,165,4181364,3.99
20260731,2241,7,58,2075018,1.98
20260731,2241,8,40,1840453,1.75
20260731,2241,9,119,8401879,8.03
20260731,2241,10,50,7338954,7.01
20260731,2241,11,41,10889690,10.41
20260731,2241,12,17,8205919,7.84
20260731,2241,13,2,1503476,1.43
20260731,2241,14,4,3340000,3.19
20260731,2241,15,14,34010585,32.51
20260731,2241,16,28652,104602306,100.0
20260731,2243,1,667,87702,0.11
20260731,2243,2,1524,3134877,4.05
20260731,2243,3,229,1799299,2.32
20260731,2243,4,81,1056788,1.36
20260731,2243,5,65,1194118,1.54
20260731,2243,6,67,1715051,2.21
20260731,2243,7,25,921002,1.19
20260731,2243,8,17,791500,1.02
20260731,2243,9,50,3578073,4.62
20260731,2243,10,28,3811915,4.92
20260731,2243,11,23,6611373,8.54
20260731,2243,12,10,4636666,5.99
20260731,2243,13,2,1423000,1.83
20260731,2243,14,3,2815000,3.63
20260731,2243,15,18,43797232,56.6
20260731,2243,16,2809,77373596,100.0
20260731,2247,1,4459,653983,0.81
20260731,2247,2,3107,5502963,6.81
20260731,2247,3,249,1948948,2.41
20260731,2247,4,94,1177648,1.45
20260731,2247,5,47,871462,1.07
20260731,2247,6,53,1320219,1.63
20260731,2247,7,23,810293,1.0
20260731,2247,8,16,719784,0.89
20260731,2247,9,25,1909664,2.36
20260731,2247,10,18,2439844,3.02
20260731,2247,11,5,1452507,1.79
20260731,2247,12,4,1759664,2.18
20260731,2247,13,1,650000,0.8
20260731,2247,14,1,810088,1.0
20260731,2247,15,8,58683859,72.7
20260731,2247,16,8110,80710926,100.0
20260731,2248,1,199,14785,0.03
20260731,2248,2,530,908295,1.9
20260731,2248,3,73,572790,1.2
20260731,2248,4,25,332001,0.69
20260731,2248,5,20,377000,0.79
20260731,2248,6,28,722156,1.51
20260731,2248,7,21,753821,1.58
20260731,2248,8,13,607000,1.27
20260731,2248,9,27,1854203,3.89
20260731,2248,10,13,1814723,3.81
20260731,2248,11,8,2369706,4.97
20260731,2248,12,2,1028520,2.16
20260731,2248,13,3,2185000,4.59
20260731,2248,14,1,893000,1.87
20260731,2248,15,10,33167000,69.67
20260731,2248,16,973,47600000,100.0
20260731,2250,1,5914,239401,0.65
20260731,2250,2,2784,5058174,13.9
20260731,2250,3,336,2353676,6.46
20260731,2250,4,136,1646738,4.52
20260731,2250,5,60,1049804,2.88
20260731,2250,6,52,1269956,3.49
20260731,2250,7,22,761497,2.09
20260731,2250,8,13,595756,1.63
20260731,2250,9,32,2107399,5.79
20260731,2250,10,14,1803608,4.95
20260731,2250,11,3,814539,2.23
20260731,2250,12,0,0,0.0
20260731,2250,13,0,0,0.0
20260731,2250,14,1,866285,2.38
20260731,2250,15,3,17821393,48.97
20260731,2250,16,9370,36388226,100.0
20260731,2254,1,2132,18068,0.02
20260731,2254,2,407,583991,0.91
20260731,2254,3,40,313260,0.49
20260731,2254,4,10,133910,0.2
20260731,2254,5,8,145800,0.22
20260731,2254,6,3,80480,0.12
20260731,2254,7,8,292067,0.45
20260731,2254,8,4,173599,0.27
20260731,2254,9,9,700287,1.09
20260731,2254,10,8,1125398,1.76
20260731,2254,11,3,967000,1.51
20260731,2254,12,2,869464,1.36
