資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260731,2423,8,35,1603852,1.1
20260731,2423,9,77,5581973,3.84
20260731,2423,10,37,5224243,3.6
20260731,2423,11,27,7515028,5.18
20260731,2423,12,9,4293419,2.96
20260731,2423,13,4,2631709,1.81
20260731,2423,14,2,1668844,1.15
20260731,2423,15,17,100854387,69.53
20260731,2423,16,6312,145047289,100.0
20260731,2424,1,2824,409791,0.68
20260731,2424,2,1109,2314498,3.88
20260731,2424,3,220,1782972,2.99
20260731,2424,4,52,672045,1.12
20260731,2424,5,44,822537,1.38
20260731,2424,6,28,722862,1.21
20260731,2424,7,24,855184,1.43
20260731,2424,8,16,729000,1.22
20260731,2424,9,24,1791432,3.0
20260731,2424,10,5,761600,1.27
20260731,2424,11,2,538000,0.9
20260731,2424,12,0,0,0.0
20260731,2424,13,0,0,0.0
20260731,2424,14,1,1000000,1.67
20260731,2424,15,5,47185079,79.18
20260731,2424,16,4354,59585000,100.0
20260731,2425,1,29182,800362,0.82
20260731,2425,2,9440,18110776,18.76
20260731,2425,3,883,7230957,7.49
20260731,2425,4,195,2514432,2.6
20260731,2425,5,175,3281398,3.4
20260731,2425,6,129,3318523,3.43
20260731,2425,7,46,1639524,1.69
20260731,2425,8,33,1540352,1.59
20260731,2425,9,58,4398947,4.55
20260731,2425,10,23,3167360,3.28
20260731,2425,11,10,3012860,3.12
20260731,2425,12,7,3640018,3.77
20260731,2425,13,8,5346432,5.54
20260731,2425,14,2,1755422,1.81
20260731,2425,15,8,36741468,38.07
20260731,2425,16,40199,96498831,100.0
20260731,2426,1,69910,3718060,1.23
20260731,2426,2,28107,55218151,18.36
20260731,2426,3,3274,26024832,8.65
20260731,2426,4,846,10778592,3.58
20260731,2426,5,542,10006504,3.32
20260731,2426,6,432,11064030,3.68
20260731,2426,7,202,7226931,2.4
20260731,2426,8,129,6093720,2.02
20260731,2426,9,221,16210210,5.39
20260731,2426,10,104,15439344,5.13
20260731,2426,11,41,11255117,3.74
20260731,2426,12,14,7026985,2.33
20260731,2426,13,7,4715327,1.56
20260731,2426,14,6,5203525,1.73
20260731,2426,15,28,110640924,36.8
20260731,2426,16,103863,300622252,100.0
20260731,2427,1,6324,1203530,0.6
20260731,2427,2,12450,26147226,13.2
20260731,2427,3,1943,15912017,8.03
20260731,2427,4,483,6219168,3.14
20260731,2427,5,351,6667086,3.36
20260731,2427,6,221,5702322,2.87
20260731,2427,7,113,4050961,2.04
20260731,2427,8,63,2975320,1.5
20260731,2427,9,129,9202444,4.64
20260731,2427,10,50,6696873,3.38
20260731,2427,11,23,6537520,3.3
20260731,2427,12,5,2397000,1.21
20260731,2427,13,2,1221000,0.61
20260731,2427,14,5,4572618,2.3
20260731,2427,15,4,98494488,49.74
20260731,2427,16,22166,197999573,100.0
20260731,2428,1,6520,987154,0.77
20260731,2428,2,7926,13596705,10.61
20260731,2428,3,523,4156101,3.24
20260731,2428,4,147,1851356,1.44
20260731,2428,5,94,1715361,1.33
20260731,2428,6,63,1647837,1.28
20260731,2428,7,52,1819889,1.42
20260731,2428,8,28,1291093,1.0
20260731,2428,9,64,4476467,3.49
20260731,2428,10,32,4482913,3.49
20260731,2428,11,30,8488475,6.62
20260731,2428,12,13,6230935,4.86
20260731,2428,13,8,5729865,4.47
20260731,2428,14,6,5191529,4.05
20260731,2428,15,14,66447046,51.86
20260731,2428,16,15520,128112726,100.0
20260731,2429,1,19519,452082,0.52
20260731,2429,2,6143,12255158,14.33
20260731,2429,3,854,6746122,7.89
20260731,2429,4,229,2959628,3.46
20260731,2429,5,190,3504174,4.09
20260731,2429,6,129,3326999,3.89
20260731,2429,7,52,1879524,2.19
20260731,2429,8,38,1762869,2.06
20260731,2429,9,82,5877699,6.87
20260731,2429,10,18,2275999,2.66
20260731,2429,11,12,3029553,3.54
20260731,2429,12,2,916000,1.07
20260731,2429,13,2,1295000,1.51
20260731,2429,14,3,2741291,3.2
20260731,2429,15,7,36477902,42.66
20260731,2429,16,27280,85500000,100.0
20260731,2430,1,31535,1650274,1.41
20260731,2430,2,5112,10548819,9.03
20260731,2430,3,783,6029702,5.16
20260731,2430,4,263,3262330,2.79
20260731,2430,5,132,2397277,2.05
20260731,2430,6,125,3103753,2.65
20260731,2430,7,65,2275771,1.94
20260731,2430,8,28,1293918,1.1
20260731,2430,9,54,3801447,3.25
20260731,2430,10,40,5535109,4.73
20260731,2430,11,12,3112023,2.66
20260731,2430,12,9,4518204,3.86
20260731,2430,13,2,1354504,1.15
20260731,2430,14,2,1646454,1.4
20260731,2430,15,11,66270415,56.73
20260731,2430,16,38173,116800000,100.0
20260731,2431,1,42783,593071,0.53
20260731,2431,2,6913,15337582,13.82
20260731,2431,3,1246,10389188,9.36
20260731,2431,4,325,4212086,3.79
20260731,2431,5,309,5862971,5.28
20260731,2431,6,193,5047410,4.55
20260731,2431,7,64,2332678,2.1
20260731,2431,8,62,2891273,2.6
20260731,2431,9,96,7076896,6.37
20260731,2431,10,33,4733602,4.26
20260731,2431,11,20,5703056,5.14
20260731,2431,12,10,4997798,4.5
20260731,2431,13,0,0,0.0
20260731,2431,14,2,1953000,1.76
20260731,2431,15,4,39796403,35.87
20260731,2431,16,52060,110927014,100.0
20260731,2432,1,207,28497,0.04
20260731,2432,2,672,1508031,2.43
20260731,2432,3,153,1307652,2.11
20260731,2432,4,47,605583,0.97
20260731,2432,5,40,746867,1.2
20260731,2432,6,36,948891,1.53
20260731,2432,7,15,515259,0.83
20260731,2432,8,11,531019,0.85
20260731,2432,9,22,1536286,2.48
20260731,2432,10,28,3775804,6.1
20260731,2432,11,8,2468748,3.99
20260731,2432,12,4,2015470,3.25
20260731,2432,13,1,781000,1.26
20260731,2432,14,0,0,0.0
20260731,2432,15,4,45090893,72.89
20260731,2432,16,1248,61860000,100.0
20260731,2433,1,2283,372584,0.25
20260731,2433,2,4504,9583107,6.63
20260731,2433,3,665,5046232,3.49
20260731,2433,4,169,2113713,1.46
20260731,2433,5,98,1757790,1.21
20260731,2433,6,88,2249355,1.55
20260731,2433,7,34,1184332,0.81
20260731,2433,8,20,936215,0.64
20260731,2433,9,36,2562139,1.77
20260731,2433,10,15,2067423,1.43
20260731,2433,11,9,2520724,1.74
20260731,2433,12,4,1695000,1.17
20260731,2433,13,0,0,0.0
20260731,2433,14,0,0,0.0
20260731,2433,15,14,112407397,77.79
20260731,2433,16,7939,144496011,100.0
20260731,2434,1,3747,688730,1.86
20260731,2434,2,1271,2247908,6.07
20260731,2434,3,106,842336,2.27
20260731,2434,4,28,327269,0.88
20260731,2434,5,14,259551,0.7
20260731,2434,6,15,374681,1.01
20260731,2434,7,7,241264,0.65
20260731,2434,8,4,180178,0.48
20260731,2434,9,11,913617,2.46
20260731,2434,10,5,720000,1.94
20260731,2434,11,5,1274693,3.44
20260731,2434,12,1,481576,1.3
20260731,2434,13,0,0,0.0
20260731,2434,14,1,931000,2.51
20260731,2434,15,1,27521197,74.38
20260731,2434,16,0,-4000,-0.01
20260731,2434,17,5216,37000000,100.0
20260731,2436,1,36302,3046971,1.45
20260731,2436,2,30988,58785222,28.15
20260731,2436,3,3026,23745849,11.37
20260731,2436,4,774,9966487,4.77
20260731,2436,5,445,8138888,3.89
20260731,2436,6,349,8863199,4.24
20260731,2436,7,171,6087412,2.91
20260731,2436,8,90,4154223,1.98
20260731,2436,9,171,12414672,5.94
20260731,2436,10,66,8976402,4.29
20260731,2436,11,43,12340628,5.91
20260731,2436,12,15,7299611,3.49
20260731,2436,13,6,4203491,2.01
20260731,2436,14,2,1790166,0.85
20260731,2436,15,20,38979389,18.66
20260731,2436,16,72468,208792610,100.0
20260731,2438,1,22243,1150645,1.61
20260731,2438,2,3015,6148447,8.63
20260731,2438,3,458,3553467,4.99
20260731,2438,4,137,1778508,2.49
20260731,2438,5,88,1622923,2.27
20260731,2438,6,80,2060873,2.89
20260731,2438,7,42,1522770,2.13
20260731,2438,8,12,574392,0.8
20260731,2438,9,37,2685692,3.77
20260731,2438,10,29,4275826,6.0
20260731,2438,11,15,4139145,5.81
20260731,2438,12,4,2101000,2.95
20260731,2438,13,2,1424026,2.0
20260731,2438,14,3,2900000,4.07
20260731,2438,15,12,35257927,49.52
20260731,2438,16,26177,71195641,100.0
20260731,2439,1,35483,1855561,0.73
20260731,2439,2,29151,56664238,22.33
20260731,2439,3,3514,26122636,10.29
20260731,2439,4,1011,12465934,4.91
20260731,2439,5,552,9969117,3.93
20260731,2439,6,465,11515981,4.54
20260731,2439,7,188,6669894,2.62
20260731,2439,8,122,5548041,2.18
20260731,2439,9,189,13036658,5.13
20260731,2439,10,95,12983749,5.11
20260731,2439,11,40,10761043,4.24
20260731,2439,12,21,11223014,4.42
20260731,2439,13,10,6969172,2.74
20260731,2439,14,3,2795206,1.1
20260731,2439,15,23,65064670,25.65
20260731,2439,16,70867,253644914,100.0
20260731,2440,1,3360,724673,0.52
20260731,2440,2,4021,8573402,6.16
20260731,2440,3,627,5062335,3.63
20260731,2440,4,163,2121261,1.52
20260731,2440,5,148,2728064,1.96
20260731,2440,6,114,3035473,2.18
20260731,2440,7,57,2048673,1.47
20260731,2440,8,39,1853447,1.33
20260731,2440,9,75,5355621,3.84
20260731,2440,10,31,4435449,3.18
20260731,2440,11,20,5835492,4.19
20260731,2440,12,3,1442411,1.03
20260731,2440,13,3,2015856,1.44
20260731,2440,14,0,0,0.0
20260731,2440,15,19,93885114,67.48
20260731,2440,16,8680,139117271,100.0
20260731,2441,1,16525,3260158,0.57
20260731,2441,2,38249,70429009,12.38
20260731,2441,3,3198,24944774,4.38
20260731,2441,4,805,10262309,1.8
20260731,2441,5,475,8754847,1.53
20260731,2441,6,379,9622510,1.69
20260731,2441,7,169,6035740,1.06
20260731,2441,8,105,4843681,0.85
20260731,2441,9,175,12382281,2.17
20260731,2441,10,101,14341441,2.52
20260731,2441,11,57,16376057,2.87
20260731,2441,12,20,9602831,1.68
20260731,2441,13,13,9212953,1.61
20260731,2441,14,13,11725761,2.06
20260731,2441,15,40,357051569,62.76
20260731,2441,16,60324,568845921,100.0
20260731,2442,1,33829,1390698,0.42
20260731,2442,2,9964,20719689,6.37
20260731,2442,3,2071,15570351,4.78
20260731,2442,4,796,9801587,3.01
20260731,2442,5,494,8948916,2.75
20260731,2442,6,445,11106375,3.41
20260731,2442,7,210,7411190,2.27
20260731,2442,8,155,7116191,2.18
20260731,2442,9,287,20345001,6.25
20260731,2442,10,137,19232123,5.91
20260731,2442,11,57,15928494,4.89
20260731,2442,12,18,9248351,2.84
20260731,2442,13,10,6867152,2.11
20260731,2442,14,9,8043822,2.47
20260731,2442,15,25,163502081,50.27
20260731,2442,16,48507,325232021,100.0
20260731,2444,1,27933,795679,0.78
20260731,2444,2,5738,12896474,12.69
20260731,2444,3,1110,9267455,9.12
20260731,2444,4,337,4422259,4.35
20260731,2444,5,289,5482081,5.39
20260731,2444,6,213,5588562,5.5
20260731,2444,7,120,4350149,4.28
20260731,2444,8,91,4307943,4.24
20260731,2444,9,139,10003943,9.84
20260731,2444,10,69,9770915,9.61
20260731,2444,11,25,7233414,7.12
20260731,2444,12,8,3797406,3.73
20260731,2444,13,5,3500000,3.44
20260731,2444,14,2,1810860,1.78
20260731,2444,15,5,18342433,18.05
20260731,2444,16,36084,101569573,100.0
20260731,2449,1,129687,20796611,1.7
20260731,2449,2,98395,176294208,14.41
20260731,2449,3,7648,58302203,4.76
20260731,2449,4,2074,26226565,2.14
20260731,2449,5,1138,20777942,1.69
20260731,2449,6,897,22632412,1.85
20260731,2449,7,412,14652892,1.19
20260731,2449,8,251,11594622,0.94
20260731,2449,9,431,30745774,2.51
20260731,2449,10,243,34759886,2.84
20260731,2449,11,153,43487559,3.55
20260731,2449,12,67,33054728,2.7
20260731,2449,13,38,26697256,2.18
20260731,2449,14,26,23981439,1.96
20260731,2449,15,142,678744968,55.5
20260731,2449,16,0,-4000,0.0
20260731,2449,17,241602,1222745065,100.0
20260731,2450,1,6305,1015015,0.39
20260731,2450,2,8959,18097636,7.0
20260731,2450,3,1226,9746586,3.77
20260731,2450,4,324,4196546,1.62
20260731,2450,5,194,3574816,1.38
20260731,2450,6,171,4458832,1.72
20260731,2450,7,98,3444039,1.33
20260731,2450,8,51,2367050,0.91
20260731,2450,9,65,4492668,1.73
20260731,2450,10,30,3834221,1.48
20260731,2450,11,14,3502273,1.35
20260731,2450,12,3,1679144,0.65
20260731,2450,13,1,743420,0.28
20260731,2450,14,1,885962,0.34
20260731,2450,15,14,196214449,75.97
20260731,2450,16,17456,258252657,100.0
20260731,2451,1,19123,3101413,0.71
20260731,2451,2,23841,42197641,9.78
20260731,2451,3,1848,14415795,3.34
20260731,2451,4,525,6707921,1.55
20260731,2451,5,290,5329409,1.23
20260731,2451,6,228,5863820,1.35
20260731,2451,7,118,4213852,0.97
20260731,2451,8,77,3609122,0.83
20260731,2451,9,149,10778186,2.49
20260731,2451,10,89,12600838,2.92
20260731,2451,11,55,15957292,3.69
20260731,2451,12,19,9677318,2.24
20260731,2451,13,7,4698765,1.08
20260731,2451,14,9,8210656,1.9
20260731,2451,15,27,283985647,65.83
20260731,2451,16,0,-2000,0.0
20260731,2451,17,46405,431345675,100.0
20260731,2453,1,13503,507955,0.5
20260731,2453,2,10263,19392825,19.39
20260731,2453,3,1066,8563977,8.56
20260731,2453,4,252,3258867,3.25
20260731,2453,5,190,3553614,3.55
20260731,2453,6,134,3461413,3.46
20260731,2453,7,67,2358573,2.35
20260731,2453,8,53,2467428,2.46
20260731,2453,9,48,3521711,3.52
20260731,2453,10,30,4255122,4.25
20260731,2453,11,7,1905891,1.9
20260731,2453,12,5,2457001,2.45
20260731,2453,13,2,1345801,1.34
20260731,2453,14,3,2655059,2.65
20260731,2453,15,4,40294763,40.29
20260731,2453,16,25627,100000000,100.0
20260731,2454,1,592051,40439515,2.52
20260731,2454,2,44875,75057989,4.67
20260731,2454,3,3038,22226481,1.38
20260731,2454,4,1005,12624602,0.78
20260731,2454,5,579,10313442,0.64
20260731,2454,6,636,15808786,0.98
20260731,2454,7,349,12325981,0.76
20260731,2454,8,237,10717898,0.66
20260731,2454,9,707,50323141,3.13
20260731,2454,10,515,73156402,4.56
20260731,2454,11,333,92541200,5.76
20260731,2454,12,139,67344929,4.19
20260731,2454,13,68,47835050,2.98
20260731,2454,14,50,44876463,2.79
20260731,2454,15,230,1028304528,64.11
20260731,2454,16,0,-1000,0.0
20260731,2454,17,644812,1603895407,100.0
20260731,2455,1,46771,4223220,2.25
20260731,2455,2,20197,33215732,17.71
20260731,2455,3,1065,8174077,4.35
20260731,2455,4,313,3931996,2.09
20260731,2455,5,145,2645983,1.41
20260731,2455,6,149,3785407,2.01
20260731,2455,7,57,2016299,1.07
20260731,2455,8,41,1874595,0.99
20260731,2455,9,96,6877736,3.66
20260731,2455,10,81,11133967,5.93
20260731,2455,11,55,15327085,8.17
20260731,2455,12,19,9758946,5.2
20260731,2455,13,14,9819403,5.23
20260731,2455,14,7,6011762,3.2
20260731,2455,15,32,68713789,36.64
20260731,2455,16,69042,187509997,100.0
20260731,2457,1,62933,2738783,0.64
20260731,2457,2,38163,80613614,18.97
20260731,2457,3,6085,47478310,11.17
20260731,2457,4,2054,26123339,6.14
20260731,2457,5,1139,20955906,4.93
20260731,2457,6,996,25361662,5.97
20260731,2457,7,447,16101568,3.79
20260731,2457,8,226,10457904,2.46
20260731,2457,9,415,29708853,6.99
20260731,2457,10,158,21965279,5.17
20260731,2457,11,61,17304076,4.07
20260731,2457,12,18,8718787,2.05
20260731,2457,13,14,9732458,2.29
20260731,2457,14,4,3595745,0.84
20260731,2457,15,20,103926132,24.46
20260731,2457,16,0,-10000,0.0
20260731,2457,17,112733,424772416,100.0
20260731,2458,1,34599,3298708,1.08
20260731,2458,2,21483,39637640,13.04
20260731,2458,3,1882,14489022,4.76
20260731,2458,4,554,7055192,2.32
20260731,2458,5,291,5370582,1.76
20260731,2458,6,232,5866786,1.93
20260731,2458,7,113,4029400,1.32
20260731,2458,8,84,3911980,1.28
20260731,2458,9,161,11465791,3.77
20260731,2458,10,93,12931858,4.25
20260731,2458,11,47,12865081,4.23
20260731,2458,12,23,11417071,3.75
20260731,2458,13,15,10274068,3.38
20260731,2458,14,12,11200855,3.68
20260731,2458,15,44,150066358,49.38
20260731,2458,16,59633,303880392,100.0
20260731,2459,1,9421,653482,0.61
20260731,2459,2,4324,9311944,8.81
20260731,2459,3,686,5302934,5.02
20260731,2459,4,198,2525831,2.39
20260731,2459,5,137,2494873,2.36
20260731,2459,6,159,4024298,3.81
20260731,2459,7,66,2338299,2.21
20260731,2459,8,42,1917195,1.81
20260731,2459,9,90,6246304,5.91
20260731,2459,10,51,7128687,6.75
20260731,2459,11,29,7528502,7.12
20260731,2459,12,15,7325669,6.93
20260731,2459,13,4,2807541,2.65
20260731,2459,14,2,1686986,1.59
20260731,2459,15,11,44303070,41.95
20260731,2459,16,15235,105595615,100.0
20260731,2460,1,34489,1072970,0.63
20260731,2460,2,8230,16756211,9.9
20260731,2460,3,1157,9340432,5.52
20260731,2460,4,318,4102968,2.42
20260731,2460,5,218,4063945,2.4
20260731,2460,6,189,4805571,2.84
20260731,2460,7,98,3518391,2.07
20260731,2460,8,69,3211152,1.89
20260731,2460,9,103,7225840,4.27
20260731,2460,10,60,8578535,5.07
20260731,2460,11,27,7968744,4.7
20260731,2460,12,7,3383000,1.99
20260731,2460,13,5,3408344,2.01
20260731,2460,14,1,827000,0.48
20260731,2460,15,7,90936897,53.74
20260731,2460,16,44978,169200000,100.0
20260731,2461,1,37439,874498,0.45
20260731,2461,2,9750,21078060,10.98
20260731,2461,3,1578,12725246,6.63
20260731,2461,4,490,6324060,3.29
20260731,2461,5,342,6457905,3.36
20260731,2461,6,307,8044143,4.19
20260731,2461,7,118,4268403,2.22
20260731,2461,8,98,4608986,2.4
20260731,2461,9,156,11382790,5.93
20260731,2461,10,100,14067783,7.33
20260731,2461,11,52,14660366,7.64
20260731,2461,12,19,9516946,4.95
20260731,2461,13,11,7750951,4.03
20260731,2461,14,2,1991259,1.03
20260731,2461,15,27,68136567,35.5
20260731,2461,16,50489,191887963,100.0
20260731,2462,1,16595,1541904,1.02
20260731,2462,2,7414,15338535,10.17
20260731,2462,3,1177,8898826,5.9
20260731,2462,4,348,4379673,2.9
20260731,2462,5,183,3351023,2.22
20260731,2462,6,186,4688203,3.1
20260731,2462,7,84,3026516,2.0
20260731,2462,8,52,2403044,1.59
20260731,2462,9,106,7580309,5.02
20260731,2462,10,48,7016395,4.65
20260731,2462,11,29,8280448,5.49
20260731,2462,12,9,4652462,3.08
20260731,2462,13,3,1934987,1.28
20260731,2462,14,2,1838726,1.21
20260731,2462,15,21,75853431,50.3
20260731,2462,16,26257,150784482,100.0
20260731,2464,1,60442,3864507,1.76
20260731,2464,2,31444,54317323,24.85
20260731,2464,3,2407,18164905,8.31
20260731,2464,4,696,8565583,3.92
20260731,2464,5,320,5884012,2.69
20260731,2464,6,294,7423443,3.39
20260731,2464,7,122,4271638,1.95
20260731,2464,8,85,3888231,1.77
20260731,2464,9,129,9176644,4.19
20260731,2464,10,65,8781673,4.01
20260731,2464,11,29,8399297,3.84
20260731,2464,12,12,6009176,2.75
20260731,2464,13,6,4122261,1.88
20260731,2464,14,3,2717262,1.24
20260731,2464,15,21,72913525,33.37
20260731,2464,16,96075,218499480,100.0
20260731,2465,1,36827,1616711,1.72
20260731,2465,2,9463,17471617,18.59
20260731,2465,3,991,7441510,7.92
20260731,2465,4,320,3995743,4.25
20260731,2465,5,198,3569792,3.79
20260731,2465,6,162,4039604,4.29
20260731,2465,7,87,3042679,3.23
20260731,2465,8,39,1781740,1.89
20260731,2465,9,78,5546108,5.9
20260731,2465,10,38,5302963,5.64
20260731,2465,11,22,5975551,6.36
20260731,2465,12,8,4260507,4.53
20260731,2465,13,3,2104496,2.24
20260731,2465,14,0,0,0.0
20260731,2465,15,3,27797010,29.58
20260731,2465,16,48239,93946031,100.0
20260731,2466,1,1978,276227,0.15
20260731,2466,2,1966,3882445,2.23
20260731,2466,3,251,1979427,1.14
20260731,2466,4,92,1196790,0.68
20260731,2466,5,43,788393,0.45
20260731,2466,6,51,1324438,0.76
20260731,2466,7,26,950618,0.54
20260731,2466,8,15,704774,0.4
20260731,2466,9,24,1801439,1.03
20260731,2466,10,19,2879180,1.65
20260731,2466,11,7,1846786,1.06
20260731,2466,12,8,4014661,2.31
20260731,2466,13,8,5423154,3.12
20260731,2466,14,5,4722177,2.72
20260731,2466,15,34,141668188,81.67
20260731,2466,16,4527,173458697,100.0
20260731,2467,1,38205,2273895,1.4
20260731,2467,2,8843,14489937,8.96
20260731,2467,3,639,4545809,2.81
20260731,2467,4,224,2659053,1.64
20260731,2467,5,94,1632678,1.01
20260731,2467,6,112,2747245,1.69
20260731,2467,7,66,2294889,1.41
20260731,2467,8,40,1813709,1.12
20260731,2467,9,74,5207435,3.22
20260731,2467,10,38,5303700,3.28
20260731,2467,11,30,8626915,5.33
20260731,2467,12,9,4461513,2.76
20260731,2467,13,7,4785653,2.96
20260731,2467,14,8,7143127,4.41
20260731,2467,15,29,93644854,57.93
20260731,2467,16,48418,161630412,100.0
20260731,2468,1,2744,466347,0.66
20260731,2468,2,6861,13089639,18.7
20260731,2468,3,726,5750095,8.21
20260731,2468,4,163,2122398,3.03
20260731,2468,5,96,1766447,2.52
20260731,2468,6,91,2343861,3.35
20260731,2468,7,31,1118905,1.59
20260731,2468,8,20,927588,1.32
20260731,2468,9,41,2916919,4.16
20260731,2468,10,19,2389012,3.41
20260731,2468,11,6,1578475,2.25
20260731,2468,12,1,493082,0.7
20260731,2468,13,0,0,0.0
20260731,2468,14,0,0,0.0
20260731,2468,15,2,34998481,50.02
20260731,2468,16,10801,69961249,100.0
20260731,2471,1,28534,473729,1.0
20260731,2471,2,7014,13551327,28.67
20260731,2471,3,789,6145350,13.0
20260731,2471,4,195,2486559,5.26
20260731,2471,5,127,2341925,4.95
20260731,2471,6,75,1927541,4.07
20260731,2471,7,36,1289651,2.72
20260731,2471,8,18,826438,1.74
20260731,2471,9,41,2642982,5.59
20260731,2471,10,22,3126281,6.61
20260731,2471,11,7,1874008,3.96
20260731,2471,12,9,4201197,8.89
20260731,2471,13,2,1428819,3.02
20260731,2471,14,2,1752234,3.7
20260731,2471,15,1,3185849,6.74
20260731,2471,16,36872,47253890,100.0
20260731,2472,1,17473,2930981,1.77
20260731,2472,2,16243,28133027,17.07
20260731,2472,3,1069,8230141,4.99
20260731,2472,4,290,3664098,2.22
20260731,2472,5,139,2558389,1.55
20260731,2472,6,126,3192679,1.93
20260731,2472,7,41,1465428,0.88
20260731,2472,8,32,1452964,0.88
20260731,2472,9,70,4897703,2.97
20260731,2472,10,26,3845890,2.33
20260731,2472,11,16,4699444,2.85
20260731,2472,12,15,7476406,4.53
20260731,2472,13,6,4124960,2.5
20260731,2472,14,6,5493459,3.33
20260731,2472,15,22,82570568,50.12
20260731,2472,16,0,-1000,0.0
20260731,2472,17,35574,164735137,100.0
20260731,2474,1,21398,4012710,0.74
20260731,2474,2,33101,60456787,11.22
20260731,2474,3,2846,22047874,4.09
20260731,2474,4,846,10822290,2.0
20260731,2474,5,457,8477408,1.57
20260731,2474,6,355,8959622,1.66
20260731,2474,7,177,6344140,1.17
20260731,2474,8,122,5680004,1.05
20260731,2474,9,188,12934726,2.4
20260731,2474,10,112,15210371,2.82
20260731,2474,11,47,13047361,2.42
20260731,2474,12,12,6176891,1.14
20260731,2474,13,15,10496044,1.94
20260731,2474,14,6,5485654,1.01
20260731,2474,15,60,348669186,64.7
20260731,2474,16,59742,538821068,100.0
20260731,2476,1,7630,1322889,0.6
20260731,2476,2,9336,17213992,7.82
20260731,2476,3,1071,8086481,3.67
20260731,2476,4,366,4570732,2.07
20260731,2476,5,227,4073714,1.85
20260731,2476,6,192,4837618,2.19
20260731,2476,7,104,3666716,1.66
20260731,2476,8,69,3160292,1.43
20260731,2476,9,108,7707469,3.5
20260731,2476,10,75,10369997,4.71
20260731,2476,11,25,6864295,3.11
20260731,2476,12,14,6727753,3.05
20260731,2476,13,10,6956916,3.16
20260731,2476,14,3,2656000,1.2
20260731,2476,15,35,131837176,59.91
20260731,2476,16,19265,220052040,100.0
20260731,2477,1,3493,1168156,0.73
20260731,2477,2,4676,9971038,6.28
20260731,2477,3,733,5678381,3.58
20260731,2477,4,225,2863409,1.8
20260731,2477,5,168,3040750,1.91
20260731,2477,6,103,2583419,1.62
20260731,2477,7,57,2054915,1.29
20260731,2477,8,31,1446591,0.91
20260731,2477,9,63,4376154,2.75
20260731,2477,10,32,4379813,2.76
20260731,2477,11,16,4293330,2.7
20260731,2477,12,8,3773906,2.37
20260731,2477,13,5,3313545,2.08
20260731,2477,14,4,3370254,2.12
20260731,2477,15,23,106259583,67.0
20260731,2477,16,9637,158573244,100.0
20260731,2478,1,41994,2092414,1.44
20260731,2478,2,12017,20409793,14.1
20260731,2478,3,751,5848168,4.04
20260731,2478,4,212,2704641,1.86
20260731,2478,5,97,1779378,1.22
20260731,2478,6,83,2182085,1.5
20260731,2478,7,38,1353495,0.93
20260731,2478,8,28,1278739,0.88
20260731,2478,9,65,4688704,3.23
20260731,2478,10,29,4130169,2.85
20260731,2478,11,24,7343514,5.07
20260731,2478,12,16,7578179,5.23
20260731,2478,13,5,3595069,2.48
20260731,2478,14,1,825263,0.57
20260731,2478,15,29,78921728,54.52
20260731,2478,16,55389,144731339,100.0
20260731,2480,1,30783,1783161,1.67
20260731,2480,2,8911,17855671,16.78
20260731,2480,3,1146,8697755,8.17
20260731,2480,4,377,4731746,4.44
20260731,2480,5,231,4102027,3.85
20260731,2480,6,195,4919350,4.62
20260731,2480,7,99,3501344,3.29
20260731,2480,8,64,2930222,2.75
20260731,2480,9,129,9156983,8.6
20260731,2480,10,56,7792059,7.32
20260731,2480,11,28,7848515,7.37
20260731,2480,12,14,7032818,6.61
20260731,2480,13,4,2670058,2.51
20260731,2480,14,5,4424708,4.16
20260731,2480,15,11,18913874,17.78
20260731,2480,16,42053,106360291,100.0
20260731,2481,1,49157,5779496,1.51
20260731,2481,2,38819,66440907,17.38
20260731,2481,3,2440,19079760,4.99
20260731,2481,4,510,6517640,1.7
20260731,2481,5,347,6441848,1.68
20260731,2481,6,243,6261410,1.63
20260731,2481,7,94,3332230,0.87
20260731,2481,8,58,2747892,0.71
20260731,2481,9,115,8036018,2.1
20260731,2481,10,50,7514660,1.96
20260731,2481,11,32,8758245,2.29
20260731,2481,12,8,4065466,1.06
20260731,2481,13,9,6473731,1.69
20260731,2481,14,8,7237721,1.89
20260731,2481,15,54,223427903,58.47
20260731,2481,16,91944,382114927,100.0
20260731,2482,1,29664,926749,1.18
20260731,2482,2,7319,14883194,19.1
20260731,2482,3,927,7303579,9.37
20260731,2482,4,252,3251045,4.17
20260731,2482,5,158,2923771,3.75
20260731,2482,6,128,3339369,4.28
20260731,2482,7,70,2473210,3.17
20260731,2482,8,33,1516357,1.94
20260731,2482,9,76,5180051,6.65
20260731,2482,10,18,2517301,3.23
20260731,2482,11,8,2027523,2.6
20260731,2482,12,3,1608000,2.06
20260731,2482,13,4,2656422,3.41
20260731,2482,14,0,0,0.0
20260731,2482,15,6,27276140,35.02
20260731,2482,16,38666,77882711,100.0
20260731,2483,1,2507,408376,0.37
20260731,2483,2,5451,10240562,9.49
20260731,2483,3,522,4277100,3.96
20260731,2483,4,141,1858978,1.72
20260731,2483,5,89,1672165,1.54
20260731,2483,6,84,2165699,2.0
20260731,2483,7,33,1188846,1.1
20260731,2483,8,33,1529908,1.41
20260731,2483,9,60,4245059,3.93
20260731,2483,10,31,4433639,4.1
20260731,2483,11,15,4371077,4.05
