code,name,market,industry_code,industry_name
6472,保瑞,TWSE,22,生技醫療業
6474,華豫寧,TPEX,29,電子通路業
6477,安集,TWSE,26,光電業
6482,弘煜科,TPEX,32,文化創意業
6485,點序,TPEX,24,半導體業
6486,互動,TPEX,27,通信網路業
6488,環球晶,TPEX,24,半導體業
6491,晶碩,TWSE,22,生技醫療業
6492,生華科,TPEX,22,生技醫療業
6494,九齊,TPEX,24,半導體業
6496,科懋,TPEX,22,生技醫療業
6498,久禾光,TPEX,26,光電業
6499,益安,TPEX,22,生技醫療業
6504,南六,TWSE,20,其他
6505,台塑化,TWSE,23,油電燃氣業
6506,雙邦,TPEX,04,紡織纖維
6508,惠光,TPEX,33,農業科技
6509,聚和,TPEX,21,化學工業
6510,精測,TPEX,24,半導體業
6512,啟發電,TPEX,31,其他電子業
6515,穎崴,TWSE,24,半導體業
6516,勤崴國際,TPEX,30,資訊服務業
6517,保勝光學,TPEX,26,光電業
6523,達爾膚,TPEX,22,生技醫療業
6525,捷敏-KY,TWSE,24,半導體業
6526,達發,TWSE,24,半導體業
6527,明達醫,TPEX,22,生技醫療業
6530,創威,TPEX,27,通信網路業
6531,愛普*,TWSE,24,半導體業
6532,瑞耘,TPEX,24,半導體業
6533,晶心科,TWSE,24,半導體業
6534,正瀚-創,TWSE,22,生技醫療業
6535,順藥,TPEX,22,生技醫療業
6538,倉和,TPEX,28,電子零組件業
6541,泰福-KY,TWSE,22,生技醫療業
6542,隆中,TPEX,32,文化創意業
6546,正基,TPEX,27,通信網路業
6547,高端疫苗,TPEX,22,生技醫療業
6548,長科*,TPEX,24,半導體業
6550,北極星藥業-KY,TWSE,22,生技醫療業
6552,易華電,TWSE,24,半導體業
6556,勝品,TPEX,26,光電業
6558,興能高,TWSE,31,其他電子業
6560,欣普羅,TPEX,26,光電業
6561,是方,TPEX,27,通信網路業
6568,宏觀,TPEX,24,半導體業
6569,醫揚,TPEX,22,生技醫療業
6570,維田,TPEX,25,電腦及週邊設備業
6573,虹揚-KY,TWSE,24,半導體業
6574,霈方,TPEX,22,生技醫療業
6576,逸達,TPEX,22,生技醫療業
6577,勁豐,TPEX,25,電腦及週邊設備業
6578,達邦蛋白,TPEX,33,農業科技
6579,研揚,TWSE,25,電腦及週邊設備業
6581,鋼聯,TWSE,35,綠能環保
6582,申豐,TWSE,11,橡膠工業
6584,南俊國際,TPEX,28,電子零組件業
6585,鼎基,TWSE,20,其他
6588,東典光電,TPEX,27,通信網路業
6589,台康生技,TWSE,22,生技醫療業
6590,普鴻,TPEX,30,資訊服務業
6591,動力-KY,TWSE,25,電腦及週邊設備業
6592,和潤企業,TWSE,20,其他
6593,台灣銘板,TPEX,30,資訊服務業
6596,寬宏藝術,TPEX,32,文化創意業
6597,立誠,TPEX,28,電子零組件業
6598,ABC-KY,TWSE,22,生技醫療業
6603,富強鑫,TPEX,05,電機機械
6605,帝寶,TWSE,12,汽車工業
6606,建德工業,TWSE,05,電機機械
6609,瀧澤科,TPEX,05,電機機械
6612,奈米醫材,TPEX,22,生技醫療業
6613,朋億*,TPEX,31,其他電子業
6614,資拓宏宇,TWSE,36,數位雲端
6615,慧智,TPEX,22,生技醫療業
6616,特昇-KY,TPEX,38,居家生活
6617,共信-KY,TPEX,22,生技醫療業
6620,漢達,TPEX,22,生技醫療業
6624,萬年清,TPEX,35,綠能環保
6625,必應,TWSE,20,其他
6629,泰金-KY,TPEX,38,居家生活
6637,醫影,TPEX,22,生技醫療業
6640,均華,TPEX,24,半導體業
6641,基士德-KY,TWSE,35,綠能環保
6642,富致,TPEX,28,電子零組件業
6643,M31,TPEX,24,半導體業
6645,金萬林-創,TWSE,22,生技醫療業
6649,台生材,TPEX,22,生技醫療業
6651,全宇昕,TPEX,24,半導體業
6654,天正國際,TPEX,31,其他電子業
6655,科定,TWSE,20,其他
6657,華安,TWSE,22,生技醫療業
6658,聯策,TWSE,31,其他電子業
6661,威健生技,TPEX,22,生技醫療業
6662,樂斯科,TPEX,22,生技醫療業
6664,群翊,TPEX,28,電子零組件業
6666,羅麗芬-KY,TWSE,22,生技醫療業
6667,信紘科,TPEX,31,其他電子業
6668,中揚光,TWSE,26,光電業
6669,緯穎,TWSE,25,電腦及週邊設備業
6670,復盛應用,TWSE,37,運動休閒
6671,三能-KY,TWSE,38,居家生活
6672,騰輝電子-KY,TWSE,28,電子零組件業
6674,鋐寶科技,TWSE,27,通信網路業
6679,鈺太,TPEX,24,半導體業
6680,鑫創電子,TPEX,25,電腦及週邊設備業
6683,雍智科技,TPEX,24,半導體業
6684,安格,TPEX,24,半導體業
6689,伊雲谷,TWSE,36,數位雲端
6690,安碁資訊,TPEX,36,數位雲端
6691,洋基工程,TWSE,31,其他電子業
6692,進能服,TPEX,35,綠能環保
6693,廣閎科,TPEX,24,半導體業
6695,芯鼎,TWSE,24,半導體業
6697,東捷資訊,TPEX,30,資訊服務業
6698,旭暉應材,TWSE,31,其他電子業
6703,軒郁,TPEX,22,生技醫療業
6706,惠特,TWSE,26,光電業
6708,天擎,TPEX,24,半導體業
6712,長聖,TPEX,22,生技醫療業
6715,嘉基,TWSE,28,電子零組件業
6716,應廣,TPEX,24,半導體業
6719,力智,TWSE,24,半導體業
6720,久昌,TPEX,24,半導體業
6721,信實,TPEX,20,其他
6722,輝創,TWSE,31,其他電子業
6725,矽科宏晟,TPEX,31,其他電子業
6727,亞泰金屬,TPEX,28,電子零組件業
6728,上洋,TPEX,38,居家生活
6730,常廣,TPEX,22,生技醫療業
6732,昇佳電子,TPEX,24,半導體業
6733,博晟生醫,TPEX,22,生技醫療業
6735,美達科技,TPEX,31,其他電子業
6739,竹陞科技,TPEX,31,其他電子業
6741,91APP*-KY,TPEX,36,數位雲端
6742,澤米,TWSE,26,光電業
6743,安普新,TWSE,31,其他電子業
6751,智聯服務,TPEX,30,資訊服務業
6752,叡揚,TPEX,30,資訊服務業
6753,龍德造船,TWSE,15,航運業
6754,匯僑設計,TWSE,38,居家生活
6756,威鋒電子,TWSE,24,半導體業
6757,台灣虎航,TWSE,15,航運業
6761,穩得,TPEX,28,電子零組件業
6762,達亞,TPEX,22,生技醫療業
6763,綠界科技*,TPEX,36,數位雲端
6767,台微醫,TPEX,22,生技醫療業
6768,志強-KY,TWSE,37,運動休閒
6770,力積電,TWSE,24,半導體業
6771,平和環保-創,TWSE,35,綠能環保
6776,展碁國際,TWSE,29,電子通路業
6781,AES-KY,TWSE,28,電子零組件業
6782,視陽,TWSE,22,生技醫療業
6785,昱展新藥,TPEX,22,生技醫療業
6788,華景電,TPEX,24,半導體業
6789,采鈺,TWSE,24,半導體業
6790,永豐實,TWSE,09,造紙工業
6791,虎門科技,TPEX,30,資訊服務業
6792,詠業,TWSE,27,通信網路業
6794,向榮生技,TWSE,22,生技醫療業
6796,晉弘,TWSE,22,生技醫療業
6799,來頡,TWSE,24,半導體業
6803,崑鼎,TPEX,35,綠能環保
6804,明係,TPEX,37,運動休閒
6805,富世達,TWSE,28,電子零組件業
6807,峰源-KY,TWSE,38,居家生活
6811,宏碁資訊,TPEX,36,數位雲端
6821,聯寶,TPEX,28,電子零組件業
6823,濾能,TPEX,24,半導體業
6829,千附精密,TPEX,24,半導體業
6830,汎銓,TWSE,31,其他電子業
6831,邁科,TWSE,25,電腦及週邊設備業
6834,天二科技,TWSE,28,電子零組件業
6835,圓裕,TWSE,28,電子零組件業
6838,台新藥,TWSE,22,生技醫療業
6840,東研信超,TPEX,31,其他電子業
6841,長佳智能,TPEX,22,生技醫療業
6843,進典,TPEX,05,電機機械
6844,諾貝兒,TPEX,22,生技醫療業
6846,綠茵,TPEX,02,食品工業
6854,錼創科技-KY創,TWSE,24,半導體業
6855,數泓科,TPEX,31,其他電子業
6856,鑫傳,TPEX,32,文化創意業
6859,伯特光,TPEX,26,光電業
6861,睿生光電,TWSE,22,生技醫療業
6862,三集瑞-KY,TWSE,28,電子零組件業
6863,永道-KY,TWSE,27,通信網路業
6865,偉康科技,TPEX,36,數位雲端
6869,雲豹能源,TWSE,35,綠能環保
6870,騰雲,TPEX,36,數位雲端
6872,浩宇生醫,TPEX,22,生技醫療業
6873,泓德能源,TWSE,35,綠能環保
6874,倍力,TPEX,30,資訊服務業
6875,國邑*,TPEX,22,生技醫療業
6877,鏵友益,TPEX,31,其他電子業
6881,潤德,TPEX,20,其他
6884,海柏特,TPEX,30,資訊服務業
6885,全福生技,TWSE,22,生技醫療業
6887,寶綠特-KY,TWSE,35,綠能環保
6890,來億-KY,TWSE,37,運動休閒
6894,衛司特,TPEX,35,綠能環保
6895,宏碩系統,TPEX,24,半導體業
6899,創為精密,TPEX,26,光電業
6901,鑽石投資,TWSE,20,其他
6902,GOGOLOOK,TWSE,36,數位雲端
6903,巨漢,TPEX,31,其他電子業
6904,伯鑫,TPEX,20,其他
6906,現觀科,TWSE,36,數位雲端
6907,雅特力-KY,TPEX,24,半導體業
6908,宏碁遊戲-創,TWSE,29,電子通路業
6909,創控,TWSE,24,半導體業
6910,德鴻,TPEX,36,數位雲端
6913,鴻呈,TPEX,28,電子零組件業
6914,阜爾運通,TWSE,20,其他
6916,華凌,TWSE,26,光電業
6918,愛派司,TWSE,22,生技醫療業
6919,康霈*,TWSE,22,生技醫療業
6921,嘉雨思-創,TWSE,24,半導體業
6922,宸曜,TPEX,25,電腦及週邊設備業
6923,中台,TWSE,35,綠能環保
6924,榮惠-KY創,TWSE,28,電子零組件業
6925,意藍,TPEX,36,數位雲端
6928,攸泰科技,TWSE,25,電腦及週邊設備業
6929,佑全,TPEX,22,生技醫療業
6931,青松健康,TWSE,22,生技醫療業
6933,AMAX-KY,TWSE,25,電腦及週邊設備業
6934,心誠鎂,TWSE,22,生技醫療業
6936,永鴻生技,TWSE,22,生技醫療業
6937,天虹,TWSE,24,半導體業
6944,兆聯實業,TWSE,35,綠能環保
6945,圓祥生技,TPEX,22,生技醫療業
6947,台鎔科技,TWSE,35,綠能環保
6949,沛爾生醫-創,TWSE,22,生技醫療業
6951,青新-創,TWSE,35,綠能環保
6952,大武山,TWSE,20,其他
6953,家碩,TPEX,24,半導體業
6955,邦睿生技-創,TWSE,22,生技醫療業
6957,裕慶-KY,TWSE,20,其他
6958,日盛台駿,TWSE,20,其他
6961,旅天下,TPEX,16,觀光餐旅
6962,奕力-KY,TWSE,24,半導體業
6965,中傑-KY,TWSE,37,運動休閒
6967,汎瑋材料,TPEX,28,電子零組件業
6968,萬達寵物,TPEX,38,居家生活
6969,成信實業*-創,TWSE,35,綠能環保
6971,惠民實業,TPEX,35,綠能環保
6982,大井泵浦,TPEX,05,電機機械
6983,華洋精機,TPEX,31,其他電子業
6986,和迅,TPEX,22,生技醫療業
6988,威力暘-創,TWSE,12,汽車工業
6994,富威電力,TWSE,35,綠能環保
6996,力領科技,TPEX,24,半導體業
6997,博弘,TPEX,36,數位雲端
7402,邑錡,TPEX,26,光電業
7547,碩網,TPEX,36,數位雲端
7556,意德士科技,TPEX,24,半導體業
7584,樂意,TPEX,32,文化創意業
7610,聯友金屬-創,TWSE,35,綠能環保
7631,聚賢研發-創,TWSE,31,其他電子業
7642,昶瑞機電,TPEX,05,電機機械
7689,大鵬科CLMX,TWSE,27,通信網路業
7703,銳澤,TPEX,31,其他電子業
7704,明遠精密,TPEX,24,半導體業
7705,三商餐飲,TWSE,16,觀光餐旅
7708,全家餐飲,TPEX,16,觀光餐旅
7709,榮田,TPEX,05,電機機械
7711,永擎,TWSE,25,電腦及週邊設備業
7712,博盛半導體,TPEX,24,半導體業
7713,威力德生醫,TPEX,22,生技醫療業
7714,創泓科技,TPEX,36,數位雲端
7715,裕山,TPEX,35,綠能環保
7716,昱臺國際,TPEX,15,航運業
7717,萊德光電-KY,TPEX,27,通信網路業
7718,友鋮,TPEX,05,電機機械
7721,微程式,TWSE,36,數位雲端
7722,LINEPAY,TWSE,36,數位雲端
7723,築間,TPEX,16,觀光餐旅
7728,光焱科技,TPEX,31,其他電子業
7730,暉盛-創,TWSE,24,半導體業
7732,金興精密,TWSE,12,汽車工業
7734,印能科技,TPEX,24,半導體業
7736,虎山,TWSE,12,汽車工業
7738,東聯互動,TPEX,36,數位雲端
7740,熙特爾-創,TWSE,35,綠能環保
7743,金利食安,TPEX,02,食品工業
7744,崴寶,TPEX,28,電子零組件業
7747,昕奇雲端,TPEX,36,數位雲端
7749,意騰-KY,TWSE,24,半導體業
7750,新代,TWSE,05,電機機械
7751,竑騰,TPEX,24,半導體業
7753,星亞,TPEX,26,光電業
7757,金色三麥,TPEX,16,觀光餐旅
7760,享溫馨,TWSE,16,觀光餐旅
7765,中華資安,TWSE,36,數位雲端
7767,仁大資訊,TPEX,30,資訊服務業
7768,頌勝科技,TWSE,24,半導體業
7769,鴻勁,TWSE,24,半導體業
7770,君曜,TPEX,24,半導體業
7772,耀穎,TPEX,24,半導體業
7777,能率亞洲,TPEX,20,其他
7780,大研生醫*,TWSE,02,食品工業
7782,光速火箭,TPEX,38,居家生活
7786,東方風能,TWSE,35,綠能環保
7788,松川精密,TWSE,28,電子零組件業
7791,皇家可口,TWSE,02,食品工業
7792,安葆,TPEX,31,其他電子業
7794,宏碁智新,TPEX,38,居家生活
7795,長廣,TWSE,28,電子零組件業
7799,禾榮科,TWSE,22,生技醫療業
7803,雲象科技-創,TWSE,22,生技醫療業
7805,威聯通,TPEX,36,數位雲端
7810,捷創科技,TPEX,24,半導體業
7811,民盛,TPEX,37,運動休閒
7814,海昌生技,TPEX,22,生技醫療業
7818,溢泰實業,TWSE,35,綠能環保
7819,精誠金融,TPEX,30,資訊服務業
7820,立盈,TPEX,35,綠能環保
7821,神數,TWSE,12,汽車工業
7822,倍利科,TWSE,24,半導體業
7823,奧義賽博-KY創,TWSE,36,數位雲端
7827,漢康-KY創,TWSE,22,生技醫療業
7828,創新服務,TPEX,24,半導體業
7835,永悅健康-創,TWSE,36,數位雲端
7839,達人網,TPEX,36,數位雲端
7842,天能綠電,TPEX,35,綠能環保
7855,和運租車,TWSE,20,其他
8011,台通,TWSE,27,通信網路業
8016,矽創,TWSE,24,半導體業
8021,尖點,TWSE,31,其他電子業
8024,佑華,TPEX,24,半導體業
8027,鈦昇,TPEX,05,電機機械
8028,昇陽半導體,TWSE,24,半導體業
8032,光菱,TPEX,29,電子通路業
8033,雷虎,TWSE,20,其他
8034,榮群,TPEX,27,通信網路業
8038,長園科,TPEX,28,電子零組件業
8039,台虹,TWSE,28,電子零組件業
8040,九暘,TPEX,24,半導體業
8042,金山電,TPEX,28,電子零組件業
8043,蜜望實,TPEX,28,電子零組件業
8044,網家,TPEX,36,數位雲端
8045,達運光電,TWSE,27,通信網路業
8046,南電,TWSE,28,電子零組件業
8047,星雲,TPEX,31,其他電子業
8048,德勝,TPEX,27,通信網路業
8049,晶采,TPEX,26,光電業
8050,廣積,TPEX,25,電腦及週邊設備業
8054,安國,TPEX,24,半導體業
8059,凱碩,TPEX,27,通信網路業
8064,東捷,TPEX,26,光電業
8066,來思達,TPEX,38,居家生活
8067,志旭,TPEX,29,電子通路業
8068,全達,TPEX,29,電子通路業
8069,元太,TPEX,26,光電業
8070,長華*,TWSE,29,電子通路業
8071,能率網通,TPEX,28,電子零組件業
8072,陞泰,TWSE,29,電子通路業
8074,鉅橡,TPEX,28,電子零組件業
8076,伍豐,TPEX,25,電腦及週邊設備業
8077,洛碁,TPEX,16,觀光餐旅
8080,泰霖,TPEX,14,建材營造
8081,致新,TWSE,24,半導體業
8083,瑞穎,TPEX,05,電機機械
8084,巨虹,TPEX,29,電子通路業
8085,福華,TPEX,31,其他電子業
8086,宏捷科,TPEX,24,半導體業
8087,麗升能源,TPEX,35,綠能環保
8088,品安,TPEX,24,半導體業
8089,康全電訊,TPEX,27,通信網路業
8091,翔名,TPEX,24,半導體業
8092,建暐,TPEX,31,其他電子業
8093,保銳,TPEX,28,電子零組件業
8096,擎亞,TPEX,29,電子通路業
8097,常珵,TPEX,27,通信網路業
8099,大世科,TPEX,30,資訊服務業
8101,華冠,TWSE,27,通信網路業
8102,傑霖科技,TPEX,24,半導體業
8103,瀚荃,TWSE,28,電子零組件業
8104,錸寶,TWSE,26,光電業
8105,凌巨,TWSE,26,光電業
8107,大億金茂,TPEX,05,電機機械
8109,博大,TPEX,28,電子零組件業
8110,華東,TWSE,24,半導體業
8111,立碁,TPEX,26,光電業
8112,至上,TWSE,29,電子通路業
8114,振樺電,TWSE,25,電腦及週邊設備業
8121,越峰,TPEX,28,電子零組件業
8131,福懋科,TWSE,24,半導體業
8147,正淩,TPEX,28,電子零組件業
8150,南茂,TWSE,24,半導體業
8155,博智,TPEX,28,電子零組件業
8162,微矽電子-創,TWSE,24,半導體業
8163,達方,TWSE,25,電腦及週邊設備業
8171,天宇,TPEX,35,綠能環保
8176,智捷,TPEX,27,通信網路業
8182,加高,TPEX,28,電子零組件業
8183,精星,TPEX,31,其他電子業
8201,無敵,TWSE,31,其他電子業
8210,勤誠,TWSE,25,電腦及週邊設備業
8213,志超,TWSE,28,電子零組件業
8215,明基材,TWSE,26,光電業
8222,寶一,TWSE,05,電機機械
8227,巨有科技,TPEX,24,半導體業
8234,新漢,TPEX,25,電腦及週邊設備業
8240,華宏,TPEX,26,光電業
8249,菱光,TWSE,28,電子零組件業
8255,朋程,TPEX,05,電機機械
8261,富鼎,TWSE,24,半導體業
8271,宇瞻,TWSE,24,半導體業
8272,全景軟體,TPEX,30,資訊服務業
8277,商丞,TPEX,24,半導體業
8279,生展,TPEX,22,生技醫療業
8284,三竹,TPEX,30,資訊服務業
8289,泰藝,TPEX,28,電子零組件業
8291,尚茂,TPEX,28,電子零組件業
8299,群聯,TPEX,24,半導體業
8341,日友,TWSE,35,綠能環保
8342,益張,TPEX,20,其他
8349,恒耀國際,TPEX,10,鋼鐵工業
8354,冠好,TPEX,20,其他
8358,金居,TPEX,28,電子零組件業
8367,建新國際,TWSE,15,航運業
8374,羅昇,TWSE,05,電機機械
8383,千附,TPEX,24,半導體業
8390,金益鼎,TPEX,35,綠能環保
8401,白紗科,TPEX,20,其他
8403,盛弘,TPEX,22,生技醫療業
8404,百和興業-KY,TWSE,20,其他
8409,商之器,TPEX,22,生技醫療業
8410,森田,TPEX,25,電腦及週邊設備業
8411,福貞-KY,TWSE,20,其他
8415,大國鋼,TPEX,10,鋼鐵工業
8416,實威,TPEX,30,資訊服務業
8421,旭源,TPEX,20,其他
8422,可寧衛*,TWSE,35,綠能環保
8423,保綠-KY,TPEX,35,綠能環保
8424,惠普,TPEX,14,建材營造
8426,紅木-KY,TPEX,20,其他
8429,金麗-KY,TWSE,18,貿易百貨
8431,匯鑽科,TPEX,31,其他電子業
8432,東生華,TPEX,22,生技醫療業
8433,弘帆,TPEX,38,居家生活
8435,鉅邁,TPEX,20,其他
8436,大江,TPEX,22,生技醫療業
8437,大地-KY,TPEX,20,其他
8438,昶昕,TWSE,35,綠能環保
8440,綠電,TPEX,35,綠能環保
8442,威宏-KY,TWSE,20,其他
8443,阿瘦,TWSE,18,貿易百貨
8444,綠河-KY,TPEX,20,其他
8446,華研,TPEX,32,文化創意業
8450,霹靂,TPEX,32,文化創意業
8454,富邦媒,TWSE,36,數位雲端
8455,大拓-KY,TPEX,31,其他電子業
8462,柏文,TWSE,37,運動休閒
8463,潤泰材,TWSE,20,其他
8464,億豐,TWSE,38,居家生活
8466,美吉吉-KY,TWSE,20,其他
8467,波力-KY,TWSE,37,運動休閒
8472,納維康,TPEX,36,數位雲端
8473,山林水,TWSE,35,綠能環保
8476,台境*,TWSE,35,綠能環保
8477,創業家,TPEX,36,數位雲端
8478,東哥遊艇,TWSE,37,運動休閒
8481,政伸,TWSE,20,其他
8482,商億-KY,TWSE,38,居家生活
8487,愛爾達-創,TWSE,36,數位雲端
8488,吉源-KY,TWSE,20,其他
8489,三貝德,TPEX,20,其他
8499,鼎炫-KY,TWSE,31,其他電子業
8905,裕國,TPEX,20,其他
8906,花王,TPEX,20,其他
8908,欣雄,TPEX,23,油電燃氣業
8916,光隆,TPEX,20,其他
8917,欣泰,TPEX,23,油電燃氣業
8921,沈氏,TPEX,20,其他
8923,時報,TPEX,32,文化創意業
8924,大田,TPEX,37,運動休閒
8926,台汽電,TWSE,23,油電燃氣業
8927,北基,TPEX,23,油電燃氣業
8928,鉅明,TPEX,37,運動休閒
8929,富堡,TPEX,20,其他
8930,青鋼,TPEX,10,鋼鐵工業
8931,大汽電,TPEX,23,油電燃氣業
8932,智通*,TPEX,36,數位雲端
8933,愛地雅,TPEX,37,運動休閒
8935,邦泰,TPEX,20,其他
8936,國統,TPEX,20,其他
8937,合騏*,TPEX,20,其他
8938,明安,TPEX,37,運動休閒
8940,新天地,TWSE,16,觀光餐旅
8941,關中,TPEX,38,居家生活
8942,森鉅,TPEX,20,其他
8996,高力,TWSE,05,電機機械
9103,美德醫療-DR,TWSE,91,未分類
9105,泰金寶-DR,TWSE,91,存託憑證
9110,越南控-DR,TWSE,91,未分類
9136,巨騰-DR,TWSE,91,未分類
9802,鈺齊-KY,TWSE,37,運動休閒
9902,台火,TWSE,20,其他
9904,寶成,TWSE,37,運動休閒
9905,大華,TWSE,20,其他
9906,欣巴巴,TWSE,14,建材營造
9907,統一實,TWSE,20,其他
9908,大台北,TWSE,23,油電燃氣業
9910,豐泰,TWSE,37,運動休閒
9911,櫻花,TWSE,38,居家生活
9912,偉聯,TWSE,25,電腦及週邊設備業
9914,美利達,TWSE,37,運動休閒
9917,中保科,TWSE,20,其他
9918,欣天然,TWSE,23,油電燃氣業
9919,康那香,TWSE,20,其他
9921,巨大,TWSE,37,運動休閒
9924,福興,TWSE,38,居家生活
9925,新保,TWSE,20,其他
9926,新海,TWSE,23,油電燃氣業
9927,泰銘,TWSE,20,其他
9928,中視,TWSE,20,其他
9929,秋雨,TWSE,20,其他
9930,中聯資源,TWSE,35,綠能環保
9931,欣高,TWSE,23,油電燃氣業
9933,中鼎,TWSE,20,其他
9934,成霖,TWSE,38,居家生活
9935,慶豐富,TWSE,38,居家生活
9937,全國,TWSE,23,油電燃氣業
9938,百和,TWSE,20,其他
9939,宏全,TWSE,20,其他
9940,信義,TWSE,20,其他
9941,裕融,TWSE,20,其他
9942,茂順,TWSE,20,其他
9943,好樂迪,TWSE,16,觀光餐旅
9944,新麗,TWSE,20,其他
9945,潤泰新,TWSE,20,其他
9946,三發地產,TWSE,14,建材營造
9949,琉園,TPEX,32,文化創意業
9950,萬國通,TPEX,03,塑膠工業
9951,皇田,TPEX,05,電機機械
9955,佳龍,TWSE,35,綠能環保
9958,世紀鋼,TWSE,10,鋼鐵工業
9960,邁達康,TPEX,37,運動休閒
9962,有益,TPEX,10,鋼鐵工業
